request_id,vehicle_id,service_type_id,mechanic_id,customer_id,charge_per_hour,estimated_duration_hours,total_payment
12535,9474,15,223,9254,90.2,4,360.8
12536,838,28,195,9878,69.33,4,277.32
12537,9106,21,69,5976,33.25,4,133.0
12538,2290,1,85,9391,76.89,5,384.45
12539,9819,17,246,8715,96.85,3,290.54999999999995
12540,10979,24,216,6016,45.01,1,45.01
12541,2653,23,122,3596,20.31,4,81.24
12542,8477,4,106,3815,77.6,3,232.79999999999998
12543,147,17,244,1237,71.0,3,213.0
12544,3744,6,230,8576,29.42,5,147.10000000000002
12545,9377,11,118,2914,54.53,2,109.06
12546,7026,22,226,8465,58.41,1,58.41
12547,9315,18,208,7614,52.2,4,208.8
12548,582,11,155,1489,77.4,2,154.8
12549,10567,15,145,8101,89.0,4,356.0
12550,8201,18,37,4160,83.6,4,334.4
12551,7026,7,89,9106,97.41,2,194.82
12552,5656,23,199,9934,37.48,4,149.92
12553,1174,2,160,9116,46.5,4,186.0
12554,5749,13,83,7875,51.07,2,102.14
12555,183,4,128,8728,31.19,3,93.57000000000001
12556,9797,21,44,6922,60.53,4,242.12
12557,8907,23,200,8531,49.46,4,197.84
12558,5804,12,162,1656,67.0,2,134.0
12559,5441,26,113,9151,26.14,4,104.56
12560,10584,20,29,7654,91.69,1,91.69
12561,3190,4,65,419,41.18,3,123.53999999999999
12562,5414,8,90,4984,90.61,1,90.61
12563,1635,7,121,714,34.48,2,68.96
12564,8423,28,149,2930,24.53,4,98.12
12565,281,28,87,9009,33.32,4,133.28
12566,10028,8,222,5650,56.05,1,56.05
12567,4672,29,17,8655,28.44,4,113.76
12568,6772,29,152,5617,74.41,4,297.64
12569,745,29,122,1060,76.87,4,307.48
12570,1156,26,96,8229,24.36,4,97.44
12571,11743,9,107,5760,56.42,4,225.68
12572,1269,4,142,7323,84.37,3,253.11
12573,2430,17,181,8756,40.79,3,122.37
12574,5434,20,120,774,35.51,1,35.51
12575,6260,12,29,1148,53.57,2,107.14
12576,9800,20,129,6920,20.3,1,20.3
12577,8103,21,134,4903,80.09,4,320.36
12578,470,8,29,497,49.92,1,49.92
12579,9901,22,86,3991,34.29,1,34.29
12580,5933,23,4,8308,73.89,4,295.56
12581,8551,1,68,2295,50.2,5,251.0
12582,7398,5,111,9606,53.23,2,106.46
12583,9185,5,189,4894,80.24,2,160.48
12584,4514,26,241,7487,41.53,4,166.12
12585,10237,6,84,7172,53.31,5,266.55
12586,2101,9,106,5336,62.32,4,249.28
12587,4495,2,54,5436,31.39,4,125.56
12588,2300,3,230,2796,24.54,1,24.54
12589,199,16,141,5023,41.33,3,123.99
12590,7724,4,13,462,87.6,3,262.79999999999995
12591,1535,26,206,5247,38.27,4,153.08
12592,1479,5,15,4269,22.68,2,45.36
12593,8981,2,104,3276,82.72,4,330.88
12594,6437,8,19,5519,60.32,1,60.32
12595,9783,29,6,5012,90.38,4,361.52
12596,1346,8,42,3472,29.51,1,29.51
12597,1425,8,210,7449,28.39,1,28.39
12598,11187,8,73,9041,72.83,1,72.83
12599,588,17,244,6230,79.4,3,238.20000000000002
12600,7822,2,225,1740,32.27,4,129.08
12601,7049,16,187,7975,21.47,3,64.41
12602,9858,9,17,4532,81.81,4,327.24
12603,8546,6,67,8765,62.79,5,313.95
12604,1434,10,71,6999,62.6,4,250.4
12605,11253,30,175,968,41.42,5,207.10000000000002
12606,318,3,226,8939,20.96,1,20.96
12607,8050,20,72,9761,60.78,1,60.78
12608,11092,27,4,6770,48.04,2,96.08
12609,6134,8,65,7685,65.53,1,65.53
12610,5720,23,124,6321,89.53,4,358.12
12611,1174,28,56,9983,54.98,4,219.92
12612,1569,7,25,3693,30.27,2,60.54
12613,477,16,162,208,79.13,3,237.39
12614,3689,6,73,7552,30.7,5,153.5
12615,7449,23,30,2405,71.14,4,284.56
12616,4928,13,203,3754,85.8,2,171.6
12617,9675,25,80,8644,40.99,4,163.96
12618,9172,10,145,8259,54.9,4,219.6
12619,10193,28,58,5155,20.4,4,81.6
12620,8741,28,246,6014,20.32,4,81.28
12621,4287,14,135,7480,55.04,3,165.12
12622,3555,12,53,6822,89.47,2,178.94
12623,11422,26,132,6956,74.88,4,299.52
12624,7062,26,244,9850,53.23,4,212.92
12625,7268,21,11,2977,95.22,4,380.88
12626,7662,25,228,5726,79.41,4,317.64
12627,1266,3,6,7395,75.04,1,75.04
12628,4206,26,135,3509,45.25,4,181.0
12629,11668,28,189,6813,58.26,4,233.04
12630,85,4,7,3901,74.35,3,223.04999999999998
12631,7677,11,238,6861,49.47,2,98.94
12632,7060,22,160,5244,67.1,1,67.1
12633,11899,9,103,7859,75.63,4,302.52
12634,3428,30,143,5587,34.86,5,174.3
12635,2843,4,149,7423,53.91,3,161.73
12636,4512,25,93,9135,88.18,4,352.72
12637,7660,3,154,1007,52.66,1,52.66
12638,5478,15,183,882,23.17,4,92.68
12639,2545,9,102,2509,95.28,4,381.12
12640,6008,22,219,6255,50.34,1,50.34
12641,408,12,19,1124,99.86,2,199.72
12642,10323,19,78,7472,31.98,1,31.98
12643,10800,26,152,4737,95.92,4,383.68
12644,7267,26,124,6313,29.52,4,118.08
12645,2737,14,172,8409,47.32,3,141.96
12646,1189,10,177,59,90.69,4,362.76
12647,49,2,47,3810,84.34,4,337.36
12648,7011,16,55,7111,22.3,3,66.9
12649,1393,15,18,3837,88.26,4,353.04
12650,4648,9,87,9978,98.19,4,392.76
12651,2915,8,109,4221,84.82,1,84.82
12652,9881,16,186,9650,63.16,3,189.48
12653,1325,5,77,6598,25.47,2,50.94
12654,2699,24,229,5615,47.73,1,47.73
12655,5186,23,107,9767,34.86,4,139.44
12656,4037,3,134,3715,86.63,1,86.63
12657,11705,24,190,4400,84.57,1,84.57
12658,6128,13,10,3140,48.78,2,97.56
12659,11993,18,56,7736,83.04,4,332.16
12660,3340,8,159,1697,60.14,1,60.14
12661,4214,21,225,8637,53.16,4,212.64
12662,7070,3,174,5381,71.47,1,71.47
12663,4513,17,93,5038,61.04,3,183.12
12664,5116,28,54,9658,23.16,4,92.64
12665,497,24,42,967,60.42,1,60.42
12666,11320,20,28,4244,24.59,1,24.59
12667,9701,14,72,6604,50.12,3,150.35999999999999
12668,2968,10,145,4642,99.68,4,398.72
12669,8896,6,219,7806,45.85,5,229.25
12670,4842,23,239,3558,93.97,4,375.88
12671,7636,23,29,4935,70.39,4,281.56
12672,7335,10,128,1737,80.72,4,322.88
12673,7553,9,151,9715,82.16,4,328.64
12674,6544,24,68,7535,33.18,1,33.18
12675,3561,28,112,6422,26.64,4,106.56
12676,1238,15,103,1179,41.72,4,166.88
12677,246,29,43,7307,68.76,4,275.04
12678,11027,9,165,1020,40.38,4,161.52
12679,8594,22,203,6359,25.72,1,25.72
12680,1704,15,44,4376,83.58,4,334.32
12681,11142,23,202,9032,95.76,4,383.04
12682,10096,4,66,6837,48.04,3,144.12
12683,4493,30,98,1335,87.43,5,437.15000000000003
12684,10502,6,65,567,96.39,5,481.95
12685,1497,24,36,809,32.37,1,32.37
12686,8237,19,163,5743,48.65,1,48.65
12687,5049,26,135,1992,83.74,4,334.96
12688,2878,13,123,3716,25.65,2,51.3
12689,2350,29,147,3384,42.71,4,170.84
12690,4150,15,43,1527,25.8,4,103.2
12691,4138,12,163,6956,84.27,2,168.54
12692,2375,24,107,7738,87.71,1,87.71
12693,5085,2,103,2451,21.96,4,87.84
12694,10134,13,161,3322,25.06,2,50.12
12695,7239,22,245,9087,50.46,1,50.46
12696,9045,20,221,7378,27.73,1,27.73
12697,4136,8,154,7134,52.98,1,52.98
12698,10313,21,164,638,79.3,4,317.2
12699,40,19,216,8421,51.22,1,51.22
12700,8793,1,173,326,22.35,5,111.75
12701,1086,26,234,3975,36.11,4,144.44
12702,3134,10,199,232,34.25,4,137.0
12703,7876,11,246,1435,24.74,2,49.48
12704,9164,21,185,1313,66.81,4,267.24
12705,10726,7,226,9961,98.99,2,197.98
12706,844,4,172,5660,44.51,3,133.53
12707,379,11,242,6525,33.58,2,67.16
12708,9249,22,84,9679,49.9,1,49.9
12709,9329,16,84,3362,68.25,3,204.75
12710,8872,19,90,4814,93.09,1,93.09
12711,6853,20,165,150,66.2,1,66.2
12712,1518,11,133,6293,99.36,2,198.72
12713,1716,19,95,9364,23.94,1,23.94
12714,5593,16,198,9544,24.74,3,74.22
12715,2958,22,41,4378,63.77,1,63.77
12716,1277,8,219,9432,90.28,1,90.28
12717,11259,5,151,4258,91.31,2,182.62
12718,8499,16,33,8053,53.41,3,160.23
12719,1136,23,242,1943,79.12,4,316.48
12720,570,6,216,690,83.87,5,419.35
12721,8163,21,194,3083,29.39,4,117.56
12722,392,13,172,5973,33.13,2,66.26
12723,7875,16,104,7519,54.24,3,162.72
12724,3927,19,232,1893,57.07,1,57.07
12725,1186,1,75,4040,40.23,5,201.14999999999998
12726,1068,2,182,6526,99.77,4,399.08
12727,8275,13,179,4120,59.91,2,119.82
12728,9901,6,52,1405,58.28,5,291.4
12729,11658,24,183,6303,26.48,1,26.48
12730,11108,4,68,7218,78.5,3,235.5
12731,10389,17,132,2113,44.41,3,133.23
12732,4216,18,26,5356,83.92,4,335.68
12733,7107,9,34,6536,43.64,4,174.56
12734,3248,20,172,6990,69.02,1,69.02
12735,5799,20,28,5699,29.08,1,29.08
12736,1207,13,23,4014,28.14,2,56.28
12737,4768,23,132,7207,75.57,4,302.28
12738,9367,11,86,1831,41.16,2,82.32
12739,2947,8,239,303,78.53,1,78.53
12740,1892,25,187,3568,59.44,4,237.76
12741,1859,27,142,9748,84.22,2,168.44
12742,2426,28,120,6508,54.03,4,216.12
12743,2183,24,106,8247,48.75,1,48.75
12744,225,15,195,4844,78.02,4,312.08
12745,5050,2,25,4483,76.77,4,307.08
12746,6573,14,171,4159,84.82,3,254.45999999999998
12747,11973,30,110,9334,20.97,5,104.85
12748,4491,21,110,6558,53.54,4,214.16
12749,4573,21,91,762,30.08,4,120.32
12750,9226,15,20,8296,65.87,4,263.48
12751,4091,4,154,4265,55.14,3,165.42000000000002
12752,10704,25,33,3945,85.25,4,341.0
12753,2704,30,187,4209,62.0,5,310.0
12754,11743,2,123,1567,68.95,4,275.8
12755,10987,27,104,3726,27.42,2,54.84
12756,2348,19,17,8684,46.72,1,46.72
12757,6382,17,99,2538,28.93,3,86.78999999999999
12758,2449,10,59,9323,24.22,4,96.88
12759,8553,4,91,9935,73.67,3,221.01
12760,10588,7,39,4395,93.74,2,187.48
12761,10913,23,165,3078,74.84,4,299.36
12762,9987,3,83,9695,89.28,1,89.28
12763,4242,30,48,9381,92.84,5,464.20000000000005
12764,8947,20,73,5854,59.63,1,59.63
12765,2089,19,159,8395,81.0,1,81.0
12766,2764,24,197,6636,21.33,1,21.33
12767,1773,17,127,344,84.62,3,253.86
12768,7252,28,88,2218,82.13,4,328.52
12769,5316,3,178,3223,96.69,1,96.69
12770,10009,1,145,7605,29.09,5,145.45
12771,7231,24,164,3471,64.14,1,64.14
12772,4588,20,245,5217,93.82,1,93.82
12773,3114,22,207,4216,39.14,1,39.14
12774,9155,10,156,8079,73.1,4,292.4
12775,2875,24,186,7935,57.26,1,57.26
12776,1497,7,80,5839,87.61,2,175.22
12777,9470,10,212,9165,39.65,4,158.6
12778,6335,3,102,7831,50.31,1,50.31
12779,5510,14,137,7850,80.22,3,240.66
12780,10164,28,79,6523,63.97,4,255.88
12781,7237,13,120,8367,77.37,2,154.74
12782,11873,8,69,572,48.21,1,48.21
12783,8709,5,194,578,68.81,2,137.62
12784,7670,2,190,4943,71.02,4,284.08
12785,8525,7,47,2491,57.02,2,114.04
12786,11156,25,93,9555,80.16,4,320.64
12787,8114,3,79,5870,79.56,1,79.56
12788,3921,21,79,517,28.77,4,115.08
12789,9420,19,143,6458,77.17,1,77.17
12790,10702,24,192,4245,55.49,1,55.49
12791,9948,22,170,205,97.19,1,97.19
12792,7444,23,50,7690,21.5,4,86.0
12793,7268,24,176,4452,86.19,1,86.19
12794,4478,17,114,5675,74.96,3,224.88
12795,647,1,192,2931,90.22,5,451.1
12796,8385,2,223,9843,52.94,4,211.76
12797,5544,19,9,4690,34.13,1,34.13
12798,1062,22,99,8401,46.12,1,46.12
12799,7104,7,90,8060,59.76,2,119.52
12800,112,17,149,7584,89.68,3,269.04
12801,1718,21,230,8307,63.21,4,252.84
12802,6705,3,111,4966,49.98,1,49.98
12803,6427,20,172,3680,91.15,1,91.15
12804,8957,26,186,2165,25.7,4,102.8
12805,1391,4,236,9805,66.17,3,198.51
12806,8514,23,133,2647,42.16,4,168.64
12807,11418,22,113,8724,79.17,1,79.17
12808,560,18,64,904,24.41,4,97.64
12809,490,16,214,5889,39.29,3,117.87
12810,7920,28,23,4650,33.38,4,133.52
12811,7736,13,153,753,78.47,2,156.94
12812,7159,6,101,4493,41.94,5,209.7
12813,3762,27,233,2120,99.24,2,198.48
12814,7467,18,203,8551,47.49,4,189.96
12815,7932,9,174,9616,30.3,4,121.2
12816,6251,25,37,7957,95.1,4,380.4
12817,7340,7,5,2197,36.14,2,72.28
12818,7016,2,62,1682,53.87,4,215.48
12819,611,17,199,7374,90.03,3,270.09000000000003
12820,5656,3,128,3600,85.85,1,85.85
12821,9906,23,35,591,80.3,4,321.2
12822,5141,27,222,1175,73.81,2,147.62
12823,10735,15,22,8354,64.08,4,256.32
12824,7482,9,153,4191,40.76,4,163.04
12825,11729,6,56,1976,94.68,5,473.40000000000003
12826,1989,3,72,924,72.13,1,72.13
12827,11167,16,250,3969,27.76,3,83.28
12828,10199,4,181,9664,78.33,3,234.99
12829,7243,12,193,6804,79.43,2,158.86
12830,3609,6,103,7871,21.31,5,106.55
12831,5647,24,236,7124,67.19,1,67.19
12832,9183,15,224,6884,36.97,4,147.88
12833,4845,17,231,6474,46.71,3,140.13
12834,7584,26,183,2160,30.57,4,122.28
12835,879,7,8,8539,46.45,2,92.9
12836,10020,8,141,9077,59.86,1,59.86
12837,5888,14,125,7058,61.15,3,183.45
12838,2562,26,5,3313,40.61,4,162.44
12839,11050,6,206,3990,39.54,5,197.7
12840,2223,6,113,8991,24.58,5,122.89999999999999
12841,1340,1,144,9209,60.42,5,302.1
12842,7554,30,182,1005,35.99,5,179.95000000000002
12843,4519,10,134,647,91.39,4,365.56
12844,7606,29,122,3191,80.83,4,323.32
12845,11499,8,213,4753,47.91,1,47.91
12846,6418,11,242,3636,45.24,2,90.48
12847,6634,18,187,5198,76.54,4,306.16
12848,10907,17,174,3160,63.46,3,190.38
12849,9413,1,90,720,45.56,5,227.8
12850,6529,25,131,6747,52.81,4,211.24
12851,7976,13,95,6717,41.55,2,83.1
12852,6542,1,3,9289,36.84,5,184.20000000000002
12853,4026,15,80,719,78.93,4,315.72
12854,484,21,188,7112,71.31,4,285.24
12855,3664,20,36,4394,67.98,1,67.98
12856,9017,23,69,907,38.7,4,154.8
12857,1637,8,165,4036,61.67,1,61.67
12858,7761,22,206,7661,41.72,1,41.72
12859,9036,29,69,2804,83.06,4,332.24
12860,5313,3,113,8105,90.29,1,90.29
12861,7021,11,102,5432,63.03,2,126.06
12862,11473,9,105,9629,75.34,4,301.36
12863,8940,3,100,5394,94.47,1,94.47
12864,7112,8,97,8401,78.21,1,78.21
12865,5846,6,66,5362,56.03,5,280.15
12866,9971,29,87,1489,55.09,4,220.36
12867,6156,21,74,9452,48.99,4,195.96
12868,10662,16,97,1395,50.81,3,152.43
12869,5738,8,36,2972,70.63,1,70.63
12870,6620,14,65,2865,54.06,3,162.18
12871,5430,3,240,9508,74.44,1,74.44
12872,7678,14,36,1548,98.92,3,296.76
12873,11628,24,34,6446,53.21,1,53.21
12874,3921,30,81,26,45.55,5,227.75
12875,7840,1,85,9472,80.65,5,403.25
12876,7788,17,163,7993,52.69,3,158.07
12877,10251,7,77,2961,63.81,2,127.62
12878,3684,7,36,3405,78.81,2,157.62
12879,11133,22,131,3925,48.54,1,48.54
12880,2653,16,190,3461,57.56,3,172.68
12881,1429,19,22,8330,74.41,1,74.41
12882,85,24,103,46,43.74,1,43.74
12883,4896,27,8,9895,54.67,2,109.34
12884,10300,28,131,2883,95.91,4,383.64
12885,10680,23,213,1012,25.2,4,100.8
12886,1294,7,73,8909,93.46,2,186.92
12887,6907,12,188,5442,26.76,2,53.52
12888,8784,30,237,7217,64.28,5,321.4
12889,3157,28,72,8331,79.6,4,318.4
12890,10517,19,233,5544,58.17,1,58.17
12891,5108,26,184,6545,38.74,4,154.96
12892,7804,1,156,215,35.64,5,178.2
12893,11045,12,205,2737,70.08,2,140.16
12894,7429,30,14,9763,52.23,5,261.15
12895,475,3,119,7716,32.04,1,32.04
12896,3917,7,136,3350,33.55,2,67.1
12897,11600,16,167,6850,88.62,3,265.86
12898,1546,4,246,3986,27.51,3,82.53
12899,8830,8,59,6252,48.09,1,48.09
12900,9075,20,235,4539,93.47,1,93.47
12901,2522,28,116,8344,96.07,4,384.28
12902,9138,3,108,4958,48.47,1,48.47
12903,7694,13,112,1794,40.48,2,80.96
12904,9142,28,183,898,27.1,4,108.4
12905,3911,16,78,3027,48.88,3,146.64000000000001
12906,8772,16,21,1619,53.0,3,159.0
12907,8137,4,79,2131,33.59,3,100.77000000000001
12908,7340,12,77,1578,24.0,2,48.0
12909,5204,27,158,7400,45.07,2,90.14
12910,8257,11,244,4872,31.7,2,63.4
12911,6705,13,114,1776,34.53,2,69.06
12912,10068,9,69,3840,44.33,4,177.32
12913,5286,28,68,2411,22.19,4,88.76
12914,9262,18,162,6975,91.08,4,364.32
12915,9366,16,130,4213,75.89,3,227.67000000000002
12916,8328,7,135,9248,35.63,2,71.26
12917,3030,23,78,2569,72.81,4,291.24
12918,8444,3,23,2223,72.36,1,72.36
12919,10282,14,41,9555,91.6,3,274.79999999999995
12920,3552,18,210,2489,60.5,4,242.0
12921,7428,15,125,8852,78.36,4,313.44
12922,8130,7,32,3695,45.22,2,90.44
12923,220,8,90,7816,40.64,1,40.64
12924,3997,30,149,5611,90.66,5,453.29999999999995
12925,440,27,167,3114,89.89,2,179.78
12926,7232,17,216,8368,96.73,3,290.19
12927,3711,1,243,4290,90.05,5,450.25
12928,7578,10,27,9738,60.28,4,241.12
12929,8275,17,227,6496,52.35,3,157.05
12930,1655,28,185,8656,36.33,4,145.32
12931,7788,10,106,3304,39.4,4,157.6
12932,11157,2,64,4800,89.9,4,359.6
12933,4438,13,119,678,98.8,2,197.6
12934,10787,16,97,9112,20.77,3,62.31
12935,6806,16,9,4311,64.74,3,194.21999999999997
12936,3213,18,54,4777,86.02,4,344.08
12937,3099,25,192,223,54.72,4,218.88
12938,497,26,64,5189,79.19,4,316.76
12939,5815,13,69,1261,50.89,2,101.78
12940,3036,2,160,129,54.71,4,218.84
12941,1952,5,44,1687,64.81,2,129.62
12942,8600,1,55,2361,54.9,5,274.5
12943,1044,1,22,4082,98.96,5,494.79999999999995
12944,8342,18,13,9183,74.61,4,298.44
12945,2636,20,165,6179,70.83,1,70.83
12946,2810,20,39,3186,29.38,1,29.38
12947,1716,21,43,2922,52.13,4,208.52
12948,7241,12,96,5637,37.74,2,75.48
12949,8869,7,121,3403,79.42,2,158.84
12950,5266,16,153,8319,59.48,3,178.44
12951,11835,8,77,6528,62.67,1,62.67
12952,10202,29,217,3915,69.15,4,276.6
12953,9044,25,218,5597,91.41,4,365.64
12954,2259,4,229,4182,89.8,3,269.4
12955,9275,26,81,9940,66.23,4,264.92
12956,8964,14,151,3475,64.35,3,193.04999999999998
12957,11073,2,198,4009,91.42,4,365.68
12958,9110,12,190,4278,56.38,2,112.76
12959,2533,17,148,6135,69.2,3,207.60000000000002
12960,4127,26,36,1932,29.94,4,119.76
12961,4431,24,88,8423,47.68,1,47.68
12962,1968,19,125,8366,22.13,1,22.13
12963,4813,29,219,9155,79.58,4,318.32
12964,8234,19,165,169,32.45,1,32.45
12965,641,4,135,1317,62.64,3,187.92000000000002
12966,4168,2,118,2233,65.42,4,261.68
12967,9062,30,137,3360,25.29,5,126.44999999999999
12968,1059,1,10,8011,73.71,5,368.54999999999995
12969,5902,22,225,8018,39.81,1,39.81
12970,7866,8,211,3299,65.79,1,65.79
12971,10736,30,129,7301,27.95,5,139.75
12972,659,19,165,6466,25.76,1,25.76
12973,8622,10,63,2947,34.02,4,136.08
12974,472,7,42,5975,95.04,2,190.08
12975,4636,2,139,1983,39.99,4,159.96
12976,2716,23,125,7736,54.97,4,219.88
12977,4037,4,214,1573,74.67,3,224.01
12978,1027,27,197,4075,52.59,2,105.18
12979,6451,12,27,3875,21.81,2,43.62
12980,7747,20,196,1326,84.92,1,84.92
12981,3727,18,66,3729,76.65,4,306.6
12982,11909,13,58,1161,61.75,2,123.5
12983,4683,15,100,1814,93.84,4,375.36
12984,5078,2,100,2405,67.89,4,271.56
12985,3335,15,130,9612,46.34,4,185.36
12986,4828,2,216,4426,58.87,4,235.48
12987,8050,30,233,7885,66.92,5,334.6
12988,2792,29,247,920,60.41,4,241.64
12989,2161,18,177,4991,28.34,4,113.36
12990,10370,18,238,9367,42.18,4,168.72
12991,6773,19,83,8968,91.09,1,91.09
12992,4392,16,32,3363,93.44,3,280.32
12993,6614,21,133,6904,40.59,4,162.36
12994,10451,7,106,9181,29.1,2,58.2
12995,8450,3,190,1333,58.66,1,58.66
12996,10993,3,229,44,45.44,1,45.44
12997,11168,24,193,1312,46.35,1,46.35
12998,2991,16,236,9138,79.15,3,237.45000000000002
12999,1160,26,33,3718,84.98,4,339.92
13000,2400,20,175,9971,33.18,1,33.18
13001,4173,28,123,6297,71.89,4,287.56
13002,6790,11,210,838,96.86,2,193.72
13003,207,3,204,8619,46.97,1,46.97
13004,7381,21,125,3089,22.43,4,89.72
13005,6116,11,171,9997,78.47,2,156.94
13006,7354,21,30,4335,37.05,4,148.2
13007,10566,29,178,7095,65.16,4,260.64
13008,1570,30,114,1099,45.69,5,228.45
13009,10997,3,205,2133,24.54,1,24.54
13010,6210,10,76,4823,52.4,4,209.6
13011,7698,9,18,3478,94.42,4,377.68
13012,9936,16,225,4987,53.45,3,160.35000000000002
13013,6649,20,146,3780,44.31,1,44.31
13014,7103,25,77,9764,24.71,4,98.84
13015,5831,23,119,5149,33.03,4,132.12
13016,7434,29,45,5077,64.4,4,257.6
13017,6808,7,28,1113,39.09,2,78.18
13018,3310,8,215,9192,27.47,1,27.47
13019,2503,1,167,1745,54.42,5,272.1
13020,7802,13,38,6305,47.15,2,94.3
13021,6992,10,220,463,37.16,4,148.64
13022,6668,18,77,1,78.37,4,313.48
13023,9664,15,42,2582,48.49,4,193.96
13024,7578,6,63,1110,30.09,5,150.45
13025,606,15,48,6193,81.53,4,326.12
13026,5015,5,242,8025,34.92,2,69.84
13027,1043,13,10,9748,85.09,2,170.18
13028,4282,15,126,1380,52.3,4,209.2
13029,5366,7,90,4539,39.15,2,78.3
13030,4117,14,153,9917,73.88,3,221.64
13031,11722,17,4,5341,93.56,3,280.68
13032,1028,29,132,1423,94.25,4,377.0
13033,8172,17,237,1333,86.93,3,260.79
13034,7515,2,155,7919,51.42,4,205.68
13035,3054,20,242,2438,36.71,1,36.71
13036,3142,5,205,3365,47.95,2,95.9
13037,4715,25,40,3748,79.77,4,319.08
13038,11773,11,203,4903,43.59,2,87.18
13039,4002,6,74,181,61.73,5,308.65
13040,6528,8,36,8460,36.03,1,36.03
13041,7119,18,193,2551,96.68,4,386.72
13042,6271,18,136,2877,57.89,4,231.56
13043,33,26,132,6698,92.75,4,371.0
13044,10638,12,237,681,78.39,2,156.78
13045,1107,24,185,3593,53.75,1,53.75
13046,8220,2,242,6353,23.62,4,94.48
13047,3649,27,163,1281,78.61,2,157.22
13048,7789,9,163,2242,84.15,4,336.6
13049,4245,10,136,9727,67.57,4,270.28
13050,8849,4,98,9163,75.35,3,226.04999999999998
13051,3862,21,79,8208,88.34,4,353.36
13052,4799,6,244,6832,34.55,5,172.75
13053,6103,24,6,4794,26.15,1,26.15
13054,9182,11,207,5939,52.05,2,104.1
13055,7827,14,26,377,64.22,3,192.66
13056,2664,17,210,8475,38.83,3,116.49
13057,7022,19,13,9910,20.05,1,20.05
13058,9910,12,84,4113,48.49,2,96.98
13059,10755,13,192,3276,85.42,2,170.84
13060,5244,5,84,2987,53.67,2,107.34
13061,5196,19,141,3055,50.48,1,50.48
13062,1571,23,14,5197,71.38,4,285.52
13063,6982,5,88,735,54.28,2,108.56
13064,8978,2,50,6333,92.82,4,371.28
13065,2758,14,82,2040,90.11,3,270.33
13066,6262,8,82,3388,58.33,1,58.33
13067,10876,30,34,3449,84.66,5,423.29999999999995
13068,2979,27,156,907,95.4,2,190.8
13069,42,23,66,8080,53.59,4,214.36
13070,6549,20,168,4178,96.43,1,96.43
13071,9865,26,41,7098,60.29,4,241.16
13072,8903,25,208,7611,87.23,4,348.92
13073,3758,2,240,9350,23.75,4,95.0
13074,10280,11,43,3531,89.44,2,178.88
13075,6259,7,203,1894,40.39,2,80.78
13076,4434,21,106,1400,49.0,4,196.0
13077,2980,23,89,6127,88.06,4,352.24
13078,1674,28,149,6421,59.77,4,239.08
13079,8027,16,110,1334,54.93,3,164.79
13080,11858,25,193,8197,24.75,4,99.0
13081,4505,6,197,1903,82.41,5,412.04999999999995
13082,305,21,197,141,92.45,4,369.8
13083,2053,4,179,8991,33.78,3,101.34
13084,6043,17,109,3343,51.66,3,154.98
13085,8926,15,142,9401,36.29,4,145.16
13086,10547,9,181,8533,84.71,4,338.84
13087,9848,2,78,4576,65.32,4,261.28
13088,5567,6,106,6206,96.75,5,483.75
13089,4531,12,120,944,72.92,2,145.84
13090,2482,29,178,6697,91.09,4,364.36
13091,10789,28,155,1956,91.53,4,366.12
13092,8351,22,3,4216,23.49,1,23.49
13093,4311,4,39,7942,37.79,3,113.37
13094,4701,12,13,5940,92.19,2,184.38
13095,11491,7,93,3559,93.54,2,187.08
13096,10599,17,76,7816,90.18,3,270.54
13097,6806,6,55,6416,31.3,5,156.5
13098,8537,17,39,6169,72.26,3,216.78000000000003
13099,7608,4,60,5214,86.14,3,258.42
13100,9797,22,218,6268,52.71,1,52.71
13101,10020,10,63,5328,51.39,4,205.56
13102,5860,29,227,1664,83.61,4,334.44
13103,9586,10,120,5265,67.55,4,270.2
13104,3772,9,157,6336,99.65,4,398.6
13105,7532,26,144,7743,71.41,4,285.64
13106,7480,3,171,5964,34.67,1,34.67
13107,11591,16,51,3648,98.75,3,296.25
13108,10678,24,14,7015,31.09,1,31.09
13109,7830,15,37,7550,27.03,4,108.12
13110,10332,8,84,6551,67.42,1,67.42
13111,4540,27,125,1103,33.51,2,67.02
13112,7951,8,108,5473,24.4,1,24.4
13113,3406,29,63,1948,74.15,4,296.6
13114,456,16,66,9919,95.83,3,287.49
13115,130,1,110,8276,39.97,5,199.85
13116,2663,14,38,715,93.37,3,280.11
13117,10863,4,186,2748,37.68,3,113.03999999999999
13118,9543,1,225,8667,54.1,5,270.5
13119,2594,1,129,8929,47.5,5,237.5
13120,3462,2,99,5396,51.51,4,206.04
13121,3881,8,179,5997,36.08,1,36.08
13122,6248,17,222,5992,76.23,3,228.69
13123,691,21,250,2226,73.2,4,292.8
13124,1257,23,179,8827,54.57,4,218.28
13125,5168,16,36,3586,54.53,3,163.59
13126,56,7,7,6289,59.34,2,118.68
13127,982,20,192,9815,79.85,1,79.85
13128,9230,23,116,5439,96.53,4,386.12
13129,5218,11,168,5074,75.45,2,150.9
13130,10229,27,218,244,43.42,2,86.84
13131,6287,25,163,7077,37.51,4,150.04
13132,715,12,177,7127,47.94,2,95.88
13133,9512,11,229,2914,51.45,2,102.9
13134,6073,20,14,4553,36.06,1,36.06
13135,4487,5,8,7606,47.92,2,95.84
13136,7725,29,101,6379,25.84,4,103.36
13137,28,8,5,6667,72.13,1,72.13
