vehicle_id,customer_id,model_id,year,color,mileage
V003179,C03976,VM00003,2013,DeepSkyBlue,148147
V003180,C00740,VM00005,2009,IndianRed,82910
V003181,C02499,VM00011,2016,MediumPurple,149799
V003182,C00167,VM00008,2014,Maroon,177464
V003183,C03997,VM00007,2021,YellowGreen,82999
V003184,C01420,VM00009,2022,ForestGreen,31328
V003185,C02139,VM00001,2009,PowderBlue,110814
V003186,C02057,VM00008,2007,GreenYellow,15679
V003187,C03835,VM00003,2013,PaleGreen,86760
V003188,C02988,VM00006,2009,Azure,115145
V003189,C02062,VM00008,2011,SlateGray,29370
V003190,C01194,VM00011,2018,DarkOliveGreen,177463
V003191,C00277,VM00010,2023,LightBlue,92363
V003192,C02390,VM00008,2007,Salmon,75529
V003193,C00803,VM00006,2014,HoneyDew,199273
V003194,C03918,VM00011,2012,DodgerBlue,18645
V003195,C01601,VM00002,2006,Pink,40885
V003196,C02594,VM00004,2020,Aquamarine,23021
V003197,C02592,VM00002,2016,GreenYellow,29724
V003198,C02955,VM00006,2012,DarkGreen,159220
V003199,C03796,VM00012,2017,Snow,6051
V003200,C00690,VM00005,2018,Coral,33004
V003201,C01537,VM00007,2017,SeaGreen,130036
V003202,C02582,VM00004,2008,DeepPink,16147
V003203,C03503,VM00007,2013,Crimson,128004
V003204,C03145,VM00008,2014,GhostWhite,99667
V003205,C02853,VM00011,2014,Thistle,111427
V003206,C00862,VM00007,2010,LemonChiffon,147072
V003207,C00372,VM00003,2023,DarkOrchid,33020
V003208,C03170,VM00002,2018,Aqua,74280
V003209,C00908,VM00004,2015,Pink,46630
V003210,C02818,VM00011,2023,Lavender,159888
V003211,C01235,VM00007,2009,SeaShell,152112
V003212,C02397,VM00001,2011,Peru,69900
V003213,C01046,VM00007,2013,Orchid,26498
V003214,C01737,VM00003,2009,Crimson,92572
V003215,C00113,VM00010,2018,SeaGreen,49139
V003216,C01910,VM00005,2022,ForestGreen,53530
V003217,C02098,VM00012,2011,DarkOrange,174996
V003218,C00283,VM00010,2014,Maroon,154163
V003219,C02948,VM00005,2014,Chartreuse,188683
V003220,C02093,VM00005,2007,Black,32229
V003221,C00656,VM00008,2014,DarkOrchid,170370
V003222,C02556,VM00011,2023,Yellow,9415
V003223,C01383,VM00003,2019,LightYellow,128290
V003224,C03868,VM00008,2022,DeepPink,62256
V003225,C03665,VM00003,2010,DarkGray,196037
V003226,C03808,VM00005,2017,DarkOliveGreen,190640
V003227,C00525,VM00006,2018,RosyBrown,38203
V003228,C00445,VM00006,2008,RosyBrown,49399
V003229,C03922,VM00011,2009,LightGoldenRodYellow,198426
V003230,C02415,VM00008,2021,Teal,183899
V003231,C02713,VM00007,2019,LightBlue,138610
V003232,C00968,VM00010,2015,SandyBrown,67544
V003233,C02229,VM00010,2021,DeepSkyBlue,111931
V003234,C03912,VM00010,2016,Moccasin,6385
V003235,C01404,VM00009,2019,DarkTurquoise,183627
V003236,C00671,VM00008,2016,Magenta,142094
V003237,C00549,VM00006,2018,Khaki,76647
V003238,C00681,VM00002,2019,MediumVioletRed,156176
V003239,C03786,VM00002,2018,RosyBrown,196326
V003240,C02521,VM00010,2018,Gainsboro,54165
V003241,C00894,VM00005,2019,Aquamarine,134145
V003242,C00499,VM00009,2005,HoneyDew,148540
V003243,C03898,VM00010,2022,BlanchedAlmond,67367
V003244,C00269,VM00004,2005,Tomato,20563
V003245,C01275,VM00011,2018,DarkSlateBlue,117649
V003246,C03830,VM00004,2007,MediumOrchid,60314
V003247,C00759,VM00012,2009,Lavender,165761
V003248,C03476,VM00004,2014,SteelBlue,179819
V003249,C00921,VM00007,2012,DimGray,106827
V003250,C00325,VM00004,2023,CadetBlue,55455
V003251,C00325,VM00010,2021,DarkSalmon,143354
V003252,C01485,VM00010,2016,IndianRed,81731
V003253,C03574,VM00007,2009,Tomato,95247
V003254,C01274,VM00001,2022,MediumBlue,40706
V003255,C01979,VM00002,2023,Wheat,111042
V003256,C03350,VM00005,2014,Cornsilk,159866
V003257,C03653,VM00005,2006,PaleVioletRed,112883
V003258,C02384,VM00008,2017,AntiqueWhite,156606
V003259,C02833,VM00002,2009,DeepPink,80409
V003260,C01852,VM00006,2017,Green,75611
V003261,C02581,VM00011,2005,DarkKhaki,70281
V003262,C02987,VM00012,2019,MediumSlateBlue,166581
V003263,C03569,VM00010,2021,LightCyan,37675
V003264,C03378,VM00010,2019,Khaki,190310
V003265,C00035,VM00011,2006,BurlyWood,115159
V003266,C01056,VM00008,2007,DarkKhaki,71846
V003267,C03569,VM00008,2006,LightCyan,174957
V003268,C02556,VM00011,2013,PaleVioletRed,163664
V003269,C03000,VM00002,2008,WhiteSmoke,135463
V003270,C02565,VM00010,2015,Indigo,5380
V003271,C02814,VM00005,2008,MediumVioletRed,35044
V003272,C02341,VM00011,2014,SlateBlue,111311
V003273,C03147,VM00005,2023,Cornsilk,159858
V003274,C02185,VM00006,2020,ForestGreen,55112
V003275,C02714,VM00010,2015,FloralWhite,71305
V003276,C02090,VM00006,2006,LightBlue,186220
V003277,C03855,VM00012,2008,MediumVioletRed,38604
V003278,C02692,VM00010,2023,Yellow,156156
V003279,C00933,VM00007,2021,MintCream,53328
V003280,C00321,VM00002,2006,DimGray,172987
V003281,C03238,VM00005,2011,GoldenRod,157097
V003282,C03531,VM00001,2021,Cornsilk,36451
V003283,C02912,VM00010,2009,DarkSalmon,180904
V003284,C03822,VM00008,2022,MistyRose,70216
V003285,C00713,VM00008,2020,PeachPuff,39720
V003286,C00071,VM00005,2009,RoyalBlue,191402
V003287,C01552,VM00002,2012,BlanchedAlmond,15539
V003288,C02708,VM00009,2009,SandyBrown,65517
V003289,C00146,VM00005,2014,DimGray,70534
V003290,C01287,VM00002,2014,CornflowerBlue,17206
V003291,C03382,VM00003,2005,SpringGreen,196693
V003292,C00943,VM00007,2020,Aqua,23926
V003293,C02387,VM00005,2011,LightGoldenRodYellow,184324
V003294,C01402,VM00001,2008,MediumSlateBlue,108473
V003295,C03572,VM00006,2007,LightCoral,39855
V003296,C03251,VM00004,2005,Beige,62182
V003297,C01270,VM00006,2009,LightGray,77495
V003298,C01002,VM00003,2008,DarkOrange,34520
V003299,C03103,VM00010,2021,Beige,155621
V003300,C02903,VM00004,2008,Magenta,5738
V003301,C00684,VM00003,2012,LightGreen,175879
V003302,C03706,VM00003,2011,DarkSlateGray,60103
V003303,C02107,VM00008,2008,LightGoldenRodYellow,193019
V003304,C01135,VM00007,2020,PapayaWhip,34038
V003305,C01421,VM00010,2005,DeepPink,187510
V003306,C03448,VM00012,2021,DarkSlateBlue,8607
V003307,C02640,VM00008,2019,Green,113358
V003308,C00314,VM00004,2017,PaleGreen,33037
V003309,C03807,VM00012,2006,MediumVioletRed,94484
V003310,C00533,VM00011,2008,LightSkyBlue,59089
V003311,C03416,VM00001,2014,Teal,122197
V003312,C02447,VM00006,2017,Coral,42849
V003313,C02723,VM00008,2020,SeaShell,43531
V003314,C03107,VM00003,2010,DarkMagenta,194874
V003315,C02309,VM00002,2012,DarkSeaGreen,174859
V003316,C00857,VM00009,2022,HoneyDew,37307
V003317,C02195,VM00007,2013,Bisque,101667
V003318,C01877,VM00005,2019,Orange,90226
V003319,C02852,VM00006,2008,Chartreuse,112774
V003320,C02138,VM00011,2018,LightSalmon,104280
V003321,C03772,VM00004,2009,Aquamarine,177889
V003322,C02091,VM00003,2005,OldLace,141017
V003323,C01108,VM00011,2010,PaleVioletRed,183340
V003324,C00827,VM00007,2009,MediumTurquoise,77106
V003325,C00315,VM00002,2012,CadetBlue,121237
V003326,C00014,VM00007,2010,Brown,178832
V003327,C01795,VM00010,2021,DeepPink,57834
V003328,C01199,VM00002,2022,Olive,171474
V003329,C02343,VM00008,2011,Brown,43250
V003330,C03679,VM00005,2020,Orchid,59206
V003331,C00329,VM00010,2020,PapayaWhip,107029
V003332,C01077,VM00010,2014,GoldenRod,97583
V003333,C03945,VM00004,2014,Snow,54283
V003334,C02161,VM00011,2008,LemonChiffon,179550
V003335,C01848,VM00012,2023,Orchid,178618
V003336,C01699,VM00010,2020,DarkMagenta,68640
V003337,C03413,VM00005,2016,Olive,133427
V003338,C01152,VM00006,2013,Silver,133165
V003339,C00732,VM00011,2017,SaddleBrown,76800
V003340,C01810,VM00003,2017,Linen,119675
V003341,C00889,VM00003,2008,SteelBlue,17827
V003342,C00019,VM00008,2019,LightPink,71089
V003343,C03593,VM00012,2018,DarkTurquoise,5801
V003344,C00026,VM00010,2018,DarkTurquoise,118585
V003345,C02396,VM00002,2009,White,126525
V003346,C00684,VM00009,2005,PaleGreen,46577
V003347,C00214,VM00001,2014,LightSlateGray,21096
V003348,C03413,VM00006,2019,SlateBlue,20621
V003349,C03085,VM00006,2008,Chartreuse,125257
V003350,C00416,VM00005,2023,MediumSeaGreen,142437
V003351,C02184,VM00008,2017,Pink,80778
V003352,C02300,VM00001,2005,DarkSeaGreen,58435
V003353,C03596,VM00001,2023,Bisque,113371
V003354,C01991,VM00012,2014,Ivory,33945
V003355,C00250,VM00007,2006,PaleVioletRed,80290
V003356,C03614,VM00009,2019,Salmon,41883
V003357,C03187,VM00009,2006,Peru,79303
V003358,C01714,VM00008,2016,LimeGreen,78224
V003359,C02610,VM00004,2009,Gainsboro,51415
V003360,C03422,VM00012,2019,PeachPuff,116713
V003361,C02452,VM00001,2019,Peru,8609
V003362,C03055,VM00011,2013,Gainsboro,129055
V003363,C02567,VM00003,2005,LightSeaGreen,143829
V003364,C02229,VM00010,2010,PaleVioletRed,22116
V003365,C00808,VM00007,2016,LightBlue,158743
V003366,C00606,VM00011,2021,LimeGreen,124125
V003367,C03076,VM00003,2021,Cornsilk,96184
V003368,C02338,VM00001,2011,LightSlateGray,84480
V003369,C00606,VM00006,2016,Peru,173886
V003370,C03334,VM00012,2021,LavenderBlush,63803
V003371,C01113,VM00007,2017,Linen,122792
V003372,C00229,VM00011,2021,PaleGreen,57671
V003373,C00327,VM00004,2007,LightCyan,185468
V003374,C00472,VM00004,2010,SeaGreen,77250
V003375,C01546,VM00007,2009,LavenderBlush,129999
V003376,C00708,VM00005,2016,LightSteelBlue,107392
V003377,C03452,VM00001,2023,Sienna,75684
V003378,C02089,VM00010,2015,LightSkyBlue,47063
V003379,C03814,VM00008,2019,Beige,130920
V003380,C00084,VM00007,2009,DarkOrange,62819
V003381,C00360,VM00003,2013,SlateGray,119852
V003382,C03180,VM00009,2014,GhostWhite,39992
V003383,C01702,VM00003,2017,DarkViolet,9494
V003384,C02215,VM00008,2007,Salmon,66452
V003385,C03257,VM00002,2020,LightGoldenRodYellow,174140
V003386,C00142,VM00011,2017,LightGreen,132376
V003387,C03839,VM00003,2020,DarkSlateGray,105815
V003388,C03611,VM00012,2010,Magenta,62376
V003389,C01902,VM00009,2023,BlanchedAlmond,149637
V003390,C00991,VM00009,2021,SandyBrown,138614
V003391,C03944,VM00003,2021,BurlyWood,173267
V003392,C00704,VM00007,2013,MediumOrchid,42930
V003393,C03751,VM00004,2009,YellowGreen,33789
V003394,C02125,VM00002,2015,Chocolate,75169
V003395,C00429,VM00001,2023,DodgerBlue,194069
V003396,C03339,VM00012,2023,GhostWhite,102211
V003397,C02353,VM00010,2016,DeepSkyBlue,141846
V003398,C01900,VM00007,2023,DarkGreen,71797
V003399,C03617,VM00009,2017,DarkGoldenRod,185855
V003400,C01503,VM00008,2007,Gold,30908
V003401,C02564,VM00003,2006,Lavender,76253
V003402,C02645,VM00006,2005,FireBrick,177567
V003403,C02627,VM00005,2010,WhiteSmoke,140392
V003404,C02953,VM00001,2012,MediumOrchid,86321
V003405,C00132,VM00008,2008,Brown,110831
V003406,C01863,VM00008,2008,LightSlateGray,10321
V003407,C02011,VM00012,2020,Orange,21506
V003408,C00616,VM00005,2020,Linen,153676
V003409,C00304,VM00009,2015,Green,33080
V003410,C02063,VM00009,2012,DarkSeaGreen,68235
V003411,C03832,VM00012,2012,Azure,79137
V003412,C03402,VM00002,2008,Gold,71086
V003413,C02280,VM00007,2010,HoneyDew,69040
V003414,C02544,VM00009,2017,DarkMagenta,180229
V003415,C00076,VM00003,2018,Violet,150741
V003416,C01765,VM00001,2007,White,165850
V003417,C01718,VM00005,2006,Olive,155579
V003418,C03714,VM00004,2013,PeachPuff,143915
V003419,C03677,VM00003,2008,PapayaWhip,52958
V003420,C01435,VM00009,2006,Silver,169500
V003421,C02634,VM00002,2007,DarkSlateBlue,135295
V003422,C00229,VM00003,2019,DarkSlateBlue,143497
V003423,C02720,VM00008,2016,DimGray,5883
V003424,C01370,VM00008,2005,LightSteelBlue,44084
V003425,C01744,VM00004,2010,OldLace,10130
V003426,C01482,VM00002,2015,Teal,90819
V003427,C03621,VM00008,2008,Ivory,185784
V003428,C01518,VM00008,2019,Green,150194
V003429,C00956,VM00005,2017,LightSeaGreen,115028
V003430,C01146,VM00011,2009,DarkOrange,153884
V003431,C03995,VM00003,2023,BurlyWood,94468
V003432,C03672,VM00011,2022,SteelBlue,5382
V003433,C03800,VM00008,2011,Red,131096
V003434,C00095,VM00009,2011,DarkViolet,55703
V003435,C00206,VM00010,2013,DarkMagenta,54118
V003436,C03269,VM00011,2020,DarkOrange,33433
V003437,C00615,VM00005,2019,Lavender,197051
V003438,C01784,VM00004,2014,MediumAquaMarine,85304
V003439,C02797,VM00008,2012,DarkKhaki,193974
V003440,C03644,VM00009,2011,MediumAquaMarine,116371
V003441,C02020,VM00011,2010,LightGreen,70842
V003442,C00339,VM00009,2018,RosyBrown,187459
V003443,C01688,VM00008,2021,BurlyWood,76287
V003444,C00282,VM00003,2011,Tomato,158666
V003445,C01863,VM00005,2007,YellowGreen,57289
V003446,C00553,VM00003,2023,MediumSpringGreen,169848
V003447,C03281,VM00008,2005,Azure,110369
V003448,C01874,VM00006,2008,DarkKhaki,180593
V003449,C01823,VM00009,2011,DarkOliveGreen,162698
V003450,C01301,VM00002,2006,DarkOliveGreen,153167
V003451,C00959,VM00005,2009,Gainsboro,152854
V003452,C02766,VM00001,2005,DodgerBlue,98555
V003453,C02502,VM00012,2016,Orange,30189
V003454,C03504,VM00007,2018,PaleVioletRed,104594
V003455,C02320,VM00006,2023,OliveDrab,128693
V003456,C03807,VM00001,2022,PowderBlue,168740
V003457,C01356,VM00012,2007,DarkGray,56450
V003458,C01062,VM00006,2015,PaleVioletRed,69194
V003459,C03595,VM00009,2010,DarkMagenta,90122
V003460,C00861,VM00001,2021,DarkMagenta,17007
V003461,C02782,VM00012,2020,HotPink,93119
V003462,C00384,VM00010,2011,Magenta,98554
V003463,C02862,VM00011,2011,Fuchsia,128570
V003464,C02570,VM00006,2023,Red,68220
V003465,C02580,VM00004,2020,Maroon,144588
V003466,C02671,VM00002,2021,PaleGreen,92406
V003467,C01753,VM00007,2016,BlueViolet,134276
V003468,C00385,VM00005,2016,Turquoise,64658
V003469,C03426,VM00008,2022,YellowGreen,117937
V003470,C00302,VM00001,2009,AliceBlue,152439
V003471,C02212,VM00006,2007,IndianRed,9307
V003472,C01668,VM00010,2019,FireBrick,185808
V003473,C02419,VM00011,2018,LightSkyBlue,24993
V003474,C02119,VM00005,2017,Bisque,32051
V003475,C00455,VM00009,2007,MediumTurquoise,153153
V003476,C03620,VM00009,2023,SaddleBrown,40912
V003477,C01143,VM00008,2007,Snow,65635
V003478,C03183,VM00006,2009,DeepSkyBlue,112671
V003479,C02927,VM00004,2021,Chartreuse,16502
V003480,C03689,VM00012,2014,MediumSpringGreen,58728
V003481,C00706,VM00005,2008,Sienna,127442
V003482,C02671,VM00001,2008,SkyBlue,113097
V003483,C03560,VM00008,2020,Turquoise,145241
V003484,C00474,VM00011,2012,Chocolate,198623
V003485,C02077,VM00011,2006,LightBlue,24032
V003486,C01516,VM00011,2022,Chartreuse,31899
V003487,C02362,VM00004,2015,MediumSeaGreen,183509
V003488,C00739,VM00003,2005,Beige,148803
V003489,C02321,VM00009,2012,LavenderBlush,120679
V003490,C03808,VM00011,2014,FireBrick,193332
V003491,C00990,VM00005,2013,MediumBlue,40578
V003492,C00212,VM00006,2017,Khaki,62863
V003493,C03830,VM00007,2016,Linen,198468
V003494,C00103,VM00009,2007,MistyRose,61238
V003495,C03601,VM00009,2010,Orchid,62270
V003496,C01209,VM00011,2014,FloralWhite,102223
V003497,C02770,VM00010,2007,Maroon,30390
V003498,C03872,VM00004,2022,BlueViolet,14598
V003499,C01125,VM00003,2023,GoldenRod,72228
V003500,C02484,VM00003,2012,Yellow,8066
V003501,C00594,VM00009,2021,CadetBlue,159009
V003502,C00643,VM00002,2021,Maroon,112253
V003503,C03707,VM00011,2014,DarkGreen,36530
V003504,C02384,VM00008,2017,DarkBlue,78508
V003505,C01092,VM00002,2006,Olive,173563
V003506,C01691,VM00001,2022,SeaGreen,159304
V003507,C03266,VM00009,2008,Green,122922
V003508,C03558,VM00003,2023,Gold,59810
V003509,C02259,VM00003,2020,DeepSkyBlue,29505
V003510,C02560,VM00009,2013,Coral,94342
V003511,C01918,VM00002,2005,LemonChiffon,67051
V003512,C01643,VM00010,2006,DarkSeaGreen,165372
V003513,C02578,VM00005,2015,Teal,36137
V003514,C00418,VM00001,2018,LightGray,29513
V003515,C01670,VM00004,2013,LightCyan,70619
V003516,C03368,VM00004,2011,GoldenRod,161846
V003517,C01684,VM00005,2015,Olive,145742
V003518,C03179,VM00010,2006,GreenYellow,169916
V003519,C00511,VM00012,2009,WhiteSmoke,68231
V003520,C00478,VM00008,2011,MediumVioletRed,16579
V003521,C02194,VM00008,2022,Magenta,129783
V003522,C01525,VM00006,2015,DarkSalmon,185616
V003523,C01898,VM00011,2006,LightSteelBlue,77635
V003524,C00149,VM00011,2012,DarkOliveGreen,146839
V003525,C03056,VM00010,2020,White,48787
V003526,C00203,VM00004,2007,Green,177306
V003527,C00384,VM00004,2023,DarkOliveGreen,187417
V003528,C03404,VM00007,2006,LightPink,196015
V003529,C00084,VM00008,2016,HotPink,6666
V003530,C03469,VM00009,2007,Turquoise,133332
V003531,C02350,VM00004,2018,LightCoral,61717
V003532,C00643,VM00006,2007,SlateBlue,112953
V003533,C00246,VM00009,2022,LightSalmon,91702
V003534,C03812,VM00009,2020,AliceBlue,31238
V003535,C03455,VM00005,2009,PeachPuff,28254
V003536,C03267,VM00006,2013,Brown,137042
V003537,C01947,VM00005,2006,DarkGreen,157798
V003538,C00946,VM00010,2008,Orange,65117
V003539,C01815,VM00001,2006,PaleVioletRed,155909
V003540,C02260,VM00011,2020,Green,77789
V003541,C03745,VM00009,2021,DarkRed,5024
V003542,C02861,VM00007,2012,LawnGreen,116963
V003543,C01789,VM00008,2016,Orchid,187551
V003544,C01646,VM00011,2018,LightSlateGray,96477
V003545,C01318,VM00009,2020,SaddleBrown,98559
V003546,C01471,VM00002,2014,LightGoldenRodYellow,123582
V003547,C02738,VM00004,2012,PaleVioletRed,150827
V003548,C03685,VM00009,2005,Fuchsia,187436
V003549,C03288,VM00011,2006,DarkRed,48068
V003550,C01939,VM00003,2005,WhiteSmoke,12051
V003551,C03651,VM00004,2011,FireBrick,198698
V003552,C00473,VM00012,2022,Purple,30561
V003553,C02493,VM00012,2017,DarkKhaki,169418
V003554,C01377,VM00002,2005,Magenta,154868
V003555,C03902,VM00012,2022,Bisque,10599
V003556,C01358,VM00012,2020,DarkRed,179928
V003557,C01977,VM00002,2006,Chartreuse,77157
V003558,C00677,VM00010,2017,Orange,55474
V003559,C02323,VM00007,2017,DarkMagenta,50106
V003560,C00176,VM00012,2009,MediumPurple,46144
V003561,C00782,VM00008,2018,PeachPuff,66399
V003562,C01087,VM00012,2018,DarkMagenta,198324
V003563,C00284,VM00007,2022,LemonChiffon,16850
V003564,C02676,VM00011,2009,LightSalmon,197004
V003565,C00941,VM00005,2008,HoneyDew,52026
V003566,C02239,VM00008,2019,DarkSlateGray,56342
V003567,C01714,VM00006,2008,MediumSlateBlue,59806
V003568,C03326,VM00011,2016,Thistle,56811
V003569,C01285,VM00009,2016,Yellow,39767
V003570,C00295,VM00012,2011,Chartreuse,82332
V003571,C01901,VM00004,2015,GreenYellow,125810
V003572,C01576,VM00004,2018,DarkTurquoise,21062
V003573,C03992,VM00006,2006,Ivory,178450
V003574,C02034,VM00007,2012,DeepPink,122825
V003575,C02779,VM00007,2012,Navy,64146
V003576,C03725,VM00004,2007,Bisque,167174
V003577,C03535,VM00009,2023,PapayaWhip,40262
V003578,C02700,VM00009,2005,MediumSpringGreen,13255
V003579,C03877,VM00011,2012,Gainsboro,35900
V003580,C02631,VM00003,2018,DodgerBlue,195249
V003581,C03840,VM00009,2022,Chocolate,194808
V003582,C02869,VM00003,2023,CornflowerBlue,58520
V003583,C02678,VM00003,2006,Thistle,101113
V003584,C02666,VM00008,2005,FloralWhite,169398
V003585,C00943,VM00001,2012,Wheat,83536
V003586,C02657,VM00007,2006,DarkOrchid,185029
V003587,C01956,VM00011,2007,CornflowerBlue,118199
V003588,C00609,VM00011,2006,DarkGoldenRod,45351
V003589,C03265,VM00010,2009,MistyRose,185333
V003590,C01987,VM00008,2019,Pink,21585
V003591,C00698,VM00008,2010,Snow,46698
V003592,C01412,VM00008,2014,Plum,129185
V003593,C03428,VM00008,2006,PeachPuff,104113
V003594,C02415,VM00004,2015,SteelBlue,6998
V003595,C03271,VM00001,2016,Ivory,49924
V003596,C02926,VM00009,2012,Chocolate,103182
V003597,C00117,VM00005,2014,DarkSlateGray,14208
V003598,C01632,VM00003,2009,MediumOrchid,144730
V003599,C03861,VM00010,2017,Snow,50900
V003600,C00784,VM00009,2020,Red,184421
V003601,C01411,VM00006,2008,DeepPink,115193
V003602,C02509,VM00001,2007,SeaShell,33449
V003603,C02843,VM00008,2007,DarkSalmon,27236
V003604,C00898,VM00008,2013,PaleGoldenRod,46296
V003605,C00496,VM00001,2022,GhostWhite,60518
V003606,C00641,VM00011,2011,Khaki,24192
V003607,C03162,VM00003,2020,DarkSlateGray,45301
V003608,C00481,VM00004,2016,DarkMagenta,113803
V003609,C02859,VM00007,2012,MediumOrchid,33426
V003610,C01474,VM00009,2019,Khaki,118932
V003611,C00305,VM00002,2014,Tan,65098
V003612,C02715,VM00011,2016,BlueViolet,188418
V003613,C03807,VM00001,2022,FloralWhite,48565
V003614,C00191,VM00012,2014,AntiqueWhite,74767
V003615,C00125,VM00011,2012,LightGray,192091
V003616,C02482,VM00005,2021,Lavender,141383
V003617,C02452,VM00007,2013,HotPink,192098
V003618,C03979,VM00004,2015,Tan,150489
V003619,C02473,VM00007,2022,DarkSlateBlue,182508
V003620,C00444,VM00011,2021,Linen,144163
V003621,C00716,VM00004,2008,SpringGreen,160106
V003622,C02559,VM00003,2006,OldLace,158516
V003623,C03529,VM00012,2016,White,91520
V003624,C02416,VM00001,2018,Salmon,123765
V003625,C02159,VM00002,2020,LimeGreen,46260
V003626,C00745,VM00006,2013,DarkRed,160784
V003627,C02980,VM00005,2007,Green,144682
V003628,C03337,VM00007,2011,PaleGreen,178150
V003629,C01120,VM00002,2009,Magenta,153712
V003630,C02142,VM00003,2021,Khaki,61514
V003631,C03796,VM00002,2012,SaddleBrown,122718
V003632,C03908,VM00005,2014,SeaShell,116381
V003633,C01772,VM00012,2022,DarkGreen,50124
V003634,C00385,VM00010,2011,Sienna,165156
V003635,C00893,VM00002,2008,Black,121673
V003636,C02803,VM00012,2016,BlanchedAlmond,78184
V003637,C00342,VM00003,2009,IndianRed,87766
V003638,C00398,VM00011,2006,Cornsilk,73217
V003639,C00001,VM00003,2012,DarkBlue,163933
V003640,C00779,VM00009,2019,Lime,61137
V003641,C03616,VM00011,2019,Aqua,197260
V003642,C01337,VM00011,2008,LightPink,10250
V003643,C03721,VM00007,2005,Coral,56450
V003644,C02130,VM00011,2020,NavajoWhite,111382
V003645,C00108,VM00008,2006,Chartreuse,82472
V003646,C01863,VM00004,2013,LawnGreen,103441
V003647,C01906,VM00002,2013,WhiteSmoke,145364
V003648,C03555,VM00011,2023,DarkOrchid,126862
V003649,C02818,VM00010,2017,Gainsboro,28861
V003650,C00351,VM00005,2014,Maroon,157411
V003651,C00233,VM00012,2007,DarkOrchid,35237
V003652,C03661,VM00002,2006,DarkCyan,187063
V003653,C02417,VM00011,2013,OrangeRed,38234
V003654,C00378,VM00011,2017,Linen,19101
V003655,C00681,VM00010,2020,BurlyWood,65224
V003656,C00238,VM00005,2005,Linen,198201
V003657,C03840,VM00010,2017,SteelBlue,188571
V003658,C02809,VM00003,2017,Pink,144865
V003659,C01040,VM00011,2019,DarkRed,34665
V003660,C02941,VM00007,2006,Turquoise,151817
V003661,C01399,VM00012,2012,GreenYellow,130651
V003662,C03447,VM00011,2011,LightSeaGreen,108443
V003663,C02754,VM00006,2017,Cyan,175303
V003664,C02378,VM00011,2010,LightSkyBlue,157217
V003665,C00941,VM00002,2018,MistyRose,191764
V003666,C02095,VM00002,2022,Khaki,198360
V003667,C01949,VM00009,2006,NavajoWhite,40446
V003668,C02490,VM00006,2014,DarkSlateGray,18849
V003669,C01475,VM00012,2006,LightBlue,140778
V003670,C02496,VM00009,2022,OldLace,52131
V003671,C03737,VM00001,2016,BlueViolet,146302
V003672,C03764,VM00003,2005,MidnightBlue,65765
V003673,C01543,VM00001,2015,SlateBlue,38142
V003674,C00925,VM00003,2013,LightBlue,68041
V003675,C02137,VM00011,2023,Orange,18305
V003676,C02693,VM00004,2011,DarkMagenta,138278
V003677,C01240,VM00002,2005,Coral,164095
V003678,C01320,VM00006,2015,Tan,147519
V003679,C01024,VM00011,2018,DarkCyan,24443
V003680,C01335,VM00011,2018,DarkRed,68306
V003681,C02973,VM00003,2006,Azure,146296
V003682,C01129,VM00002,2008,LimeGreen,149776
V003683,C03530,VM00011,2022,RoyalBlue,26906
V003684,C01602,VM00012,2017,OliveDrab,93896
V003685,C02240,VM00012,2014,LemonChiffon,142645
V003686,C03804,VM00011,2022,MistyRose,145919
V003687,C00465,VM00009,2019,Wheat,29520
V003688,C02540,VM00001,2018,SteelBlue,73067
V003689,C01710,VM00010,2023,LightSteelBlue,73456
V003690,C01574,VM00007,2023,FloralWhite,92051
V003691,C00709,VM00002,2021,PeachPuff,148892
V003692,C03388,VM00003,2013,Cyan,40698
V003693,C00788,VM00005,2010,SteelBlue,51742
V003694,C03652,VM00010,2017,SaddleBrown,16539
V003695,C03342,VM00003,2019,Sienna,117124
V003696,C02960,VM00001,2012,Navy,133583
V003697,C02783,VM00002,2009,DarkSlateBlue,58818
V003698,C00194,VM00009,2005,LightPink,41624
V003699,C00038,VM00012,2013,Olive,62804
V003700,C00781,VM00005,2013,SlateGray,188179
V003701,C03553,VM00012,2007,LightSalmon,171788
V003702,C01818,VM00004,2012,PaleTurquoise,28431
V003703,C00955,VM00006,2022,SlateBlue,140778
V003704,C01602,VM00012,2014,LightPink,43750
V003705,C00806,VM00012,2015,BlanchedAlmond,168798
V003706,C01907,VM00010,2023,Magenta,120958
V003707,C03195,VM00008,2017,OrangeRed,23726
V003708,C03564,VM00004,2006,Maroon,115656
V003709,C02794,VM00001,2013,Teal,193984
V003710,C03988,VM00010,2016,Olive,171161
V003711,C03436,VM00009,2013,LightPink,148321
V003712,C01410,VM00001,2013,SeaShell,26012
V003713,C01960,VM00007,2005,MediumPurple,198394
V003714,C03819,VM00006,2008,Tomato,89369
V003715,C03084,VM00008,2014,Bisque,125821
V003716,C03334,VM00003,2023,BlueViolet,48157
V003717,C00147,VM00008,2015,DodgerBlue,183608
V003718,C02123,VM00004,2013,Olive,77433
V003719,C00286,VM00009,2010,MediumOrchid,93521
V003720,C01357,VM00001,2019,PowderBlue,12853
V003721,C00262,VM00002,2019,White,13678
V003722,C02847,VM00007,2005,LightSteelBlue,8022
V003723,C02205,VM00012,2019,BurlyWood,12162
V003724,C03395,VM00006,2005,DarkBlue,179294
