request_id,vehicle_id,service_type_id,mechanic_id,customer_id,charge_per_hour,total_payment
SR05885,V005136,ST00007,M00047,C02621,91.18,364.72
SR05886,V003912,ST00007,M00010,C02228,63.3,253.2
SR05887,V005650,ST00007,M00009,C01327,51.76,207.04
SR05888,V000107,ST00007,M00081,C00461,29.92,119.68
SR05889,V000488,ST00003,M00075,C02160,76.26,76.26
SR05890,V001275,ST00005,M00039,C00624,80.36,80.36
SR05891,V003021,ST00003,M00059,C00357,32.67,32.67
SR05892,V000883,ST00002,M00020,C03035,68.77,68.77
SR05893,V004325,ST00005,M00041,C02690,70.5,70.5
SR05894,V004554,ST00006,M00085,C01655,86.3,172.6
SR05895,V001402,ST00004,M00076,C01084,50.17,150.51
SR05896,V004571,ST00005,M00095,C03140,40.49,40.49
SR05897,V000909,ST00002,M00038,C00602,53.8,53.8
SR05898,V003232,ST00001,M00066,C00200,86.43,172.86
SR05899,V000371,ST00005,M00057,C03386,97.92,97.92
SR05900,V001370,ST00003,M00062,C00047,88.67,88.67
SR05901,V002670,ST00005,M00093,C00211,97.59,97.59
SR05902,V002047,ST00002,M00050,C02478,40.05,40.05
SR05903,V001932,ST00003,M00016,C03907,53.4,53.4
SR05904,V002148,ST00005,M00022,C00008,31.3,31.3
SR05905,V002388,ST00006,M00056,C03977,75.67,151.34
SR05906,V000566,ST00002,M00086,C02409,75.53,75.53
SR05907,V000938,ST00003,M00066,C02208,51.34,51.34
SR05908,V000010,ST00004,M00044,C01827,56.41,169.23
SR05909,V001407,ST00002,M00029,C02753,41.28,41.28
SR05910,V001431,ST00004,M00010,C02760,60.44,181.32
SR05911,V000274,ST00002,M00037,C02207,50.35,50.35
SR05912,V000603,ST00003,M00089,C01559,64.77,64.77
SR05913,V001834,ST00007,M00090,C03261,59.4,237.6
SR05914,V004611,ST00004,M00091,C02456,26.67,80.01
SR05915,V001103,ST00004,M00001,C01807,77.07,231.21
SR05916,V000586,ST00002,M00089,C00649,31.41,31.41
SR05917,V003369,ST00001,M00099,C02202,28.08,56.16
SR05918,V000204,ST00004,M00001,C03277,89.96,269.88
SR05919,V005179,ST00002,M00005,C00017,51.85,51.85
SR05920,V004699,ST00005,M00024,C02500,55.91,55.91
SR05921,V001144,ST00003,M00030,C02433,25.04,25.04
SR05922,V001219,ST00003,M00061,C01510,89.26,89.26
SR05923,V004322,ST00006,M00055,C01849,26.13,52.26
SR05924,V005010,ST00006,M00062,C03834,57.21,114.42
SR05925,V001549,ST00004,M00028,C02164,57.18,171.54
SR05926,V003757,ST00001,M00056,C02805,20.58,41.16
SR05927,V000015,ST00006,M00004,C00465,82.88,165.76
SR05928,V004891,ST00005,M00048,C03185,77.26,77.26
SR05929,V005987,ST00007,M00011,C03015,65.78,263.12
SR05930,V005117,ST00001,M00057,C03280,67.89,135.78
SR05931,V003990,ST00005,M00009,C00088,77.31,77.31
SR05932,V001427,ST00001,M00030,C00408,23.61,47.22
SR05933,V003430,ST00004,M00050,C03580,84.8,254.4
SR05934,V002005,ST00002,M00037,C00007,92.8,92.8
SR05935,V001974,ST00006,M00036,C00973,89.31,178.62
SR05936,V001217,ST00003,M00044,C01514,64.03,64.03
SR05937,V004627,ST00002,M00078,C01017,73.47,73.47
SR05938,V001604,ST00006,M00096,C03656,21.79,43.58
SR05939,V001818,ST00003,M00023,C00255,33.8,33.8
SR05940,V005448,ST00005,M00032,C01074,39.38,39.38
SR05941,V000427,ST00004,M00055,C02157,99.39,298.17
SR05942,V000100,ST00007,M00033,C01057,66.61,266.44
SR05943,V001253,ST00005,M00073,C01967,51.81,51.81
SR05944,V001670,ST00004,M00078,C01678,45.05,135.15
SR05945,V001395,ST00004,M00063,C02428,35.26,105.78
SR05946,V004447,ST00002,M00093,C02042,45.0,45.0
SR05947,V005696,ST00004,M00076,C03338,28.72,86.16
SR05948,V002645,ST00002,M00070,C03856,93.88,93.88
SR05949,V001336,ST00003,M00047,C03422,27.19,27.19
SR05950,V000983,ST00006,M00011,C02908,39.03,78.06
SR05951,V001159,ST00007,M00017,C00778,27.19,108.76
SR05952,V002193,ST00004,M00039,C02460,98.12,294.36
SR05953,V000069,ST00004,M00052,C01975,91.93,275.79
SR05954,V000335,ST00002,M00009,C00510,40.54,40.54
SR05955,V003189,ST00002,M00092,C03503,27.04,27.04
SR05956,V001131,ST00005,M00022,C03847,52.62,52.62
SR05957,V001069,ST00004,M00096,C01657,95.51,286.53
SR05958,V002217,ST00005,M00044,C01196,49.14,49.14
SR05959,V000769,ST00002,M00045,C01988,46.21,46.21
SR05960,V003959,ST00003,M00078,C02542,84.53,84.53
SR05961,V002485,ST00005,M00041,C03252,34.66,34.66
SR05962,V004326,ST00005,M00090,C02957,39.79,39.79
SR05963,V003319,ST00007,M00054,C02521,36.52,146.08
SR05964,V000359,ST00001,M00077,C00037,98.76,197.52
SR05965,V000178,ST00005,M00024,C02552,49.13,49.13
SR05966,V003285,ST00002,M00032,C02019,26.0,26.0
SR05967,V002203,ST00003,M00009,C01168,83.51,83.51
SR05968,V004850,ST00003,M00067,C00582,80.4,80.4
SR05969,V005607,ST00003,M00030,C02880,79.68,79.68
SR05970,V004195,ST00002,M00015,C02909,26.97,26.97
SR05971,V004127,ST00006,M00092,C00577,72.47,144.94
SR05972,V001292,ST00007,M00096,C01003,52.49,209.96
SR05973,V002054,ST00007,M00095,C03592,21.88,87.52
SR05974,V003713,ST00007,M00035,C01480,35.71,142.84
SR05975,V005660,ST00004,M00023,C00148,35.98,107.94
SR05976,V003559,ST00002,M00048,C00679,61.0,61.0
SR05977,V004991,ST00003,M00050,C02331,77.2,77.2
SR05978,V000207,ST00007,M00005,C00492,60.72,242.88
SR05979,V005212,ST00002,M00025,C00795,46.62,46.62
SR05980,V001390,ST00001,M00047,C02573,24.36,48.72
SR05981,V004849,ST00001,M00013,C02557,94.98,189.96
SR05982,V000128,ST00005,M00094,C00922,40.95,40.95
SR05983,V001433,ST00002,M00072,C02673,46.05,46.05
SR05984,V003798,ST00006,M00028,C02797,91.94,183.88
SR05985,V003286,ST00006,M00061,C00256,45.37,90.74
SR05986,V004800,ST00005,M00027,C00765,72.12,72.12
SR05987,V005795,ST00005,M00032,C03269,25.14,25.14
SR05988,V004972,ST00004,M00080,C03168,65.33,195.99
SR05989,V004763,ST00006,M00014,C00890,53.06,106.12
SR05990,V000178,ST00006,M00065,C02371,38.48,76.96
SR05991,V002198,ST00006,M00033,C00658,40.77,81.54
SR05992,V002583,ST00005,M00084,C02904,21.57,21.57
SR05993,V000384,ST00003,M00087,C03336,51.43,51.43
SR05994,V005509,ST00002,M00068,C02332,54.81,54.81
SR05995,V004572,ST00005,M00054,C00282,54.16,54.16
SR05996,V001528,ST00001,M00003,C01218,84.65,169.3
SR05997,V000135,ST00004,M00056,C02326,82.38,247.14
SR05998,V005212,ST00001,M00009,C01755,58.39,116.78
SR05999,V001392,ST00004,M00087,C01900,60.58,181.74
SR06000,V003545,ST00006,M00043,C00964,27.93,55.86
SR06001,V005913,ST00006,M00083,C03744,87.68,175.36
SR06002,V005092,ST00007,M00003,C00879,41.18,164.72
SR06003,V001085,ST00004,M00036,C03907,44.72,134.16
SR06004,V003746,ST00001,M00068,C00360,47.37,94.74
SR06005,V004515,ST00005,M00047,C00170,41.92,41.92
SR06006,V001353,ST00005,M00040,C01650,88.5,88.5
SR06007,V005573,ST00001,M00066,C00092,63.8,127.6
SR06008,V005067,ST00003,M00062,C00053,54.66,54.66
SR06009,V004023,ST00005,M00040,C03369,81.67,81.67
SR06010,V001321,ST00003,M00027,C02385,25.19,25.19
SR06011,V002715,ST00005,M00076,C03252,85.64,85.64
SR06012,V001752,ST00006,M00006,C03346,37.29,74.58
SR06013,V004725,ST00006,M00004,C01625,93.39,186.78
SR06014,V004308,ST00006,M00095,C00639,65.66,131.32
SR06015,V001551,ST00002,M00021,C00364,73.49,73.49
SR06016,V005720,ST00002,M00095,C01484,35.71,35.71
SR06017,V004013,ST00004,M00008,C02387,48.09,144.27
SR06018,V002373,ST00005,M00065,C02679,80.55,80.55
SR06019,V002592,ST00006,M00089,C02624,86.68,173.36
SR06020,V001849,ST00002,M00078,C01112,42.18,42.18
SR06021,V003637,ST00003,M00014,C03099,95.8,95.8
SR06022,V002184,ST00004,M00034,C02213,50.29,150.87
SR06023,V000429,ST00002,M00008,C00138,36.69,36.69
SR06024,V000616,ST00003,M00094,C01314,32.27,32.27
SR06025,V001528,ST00003,M00076,C02122,76.89,76.89
SR06026,V003151,ST00005,M00054,C01782,70.96,70.96
SR06027,V004444,ST00001,M00036,C03248,52.32,104.64
SR06028,V002185,ST00004,M00052,C02918,27.87,83.61
SR06029,V005023,ST00003,M00049,C02809,92.34,92.34
SR06030,V000296,ST00003,M00036,C03711,31.58,31.58
SR06031,V004394,ST00002,M00024,C02407,56.46,56.46
SR06032,V002820,ST00003,M00040,C00435,23.93,23.93
SR06033,V003412,ST00005,M00073,C02674,43.94,43.94
SR06034,V002397,ST00006,M00037,C03953,72.44,144.88
SR06035,V001625,ST00004,M00010,C02524,28.3,84.9
SR06036,V001169,ST00004,M00070,C01319,33.84,101.52
SR06037,V005311,ST00001,M00022,C01551,81.27,162.54
SR06038,V000078,ST00005,M00061,C00986,99.45,99.45
SR06039,V003370,ST00007,M00042,C02348,82.2,328.8
SR06040,V002718,ST00006,M00099,C03123,98.34,196.68
SR06041,V005102,ST00004,M00038,C03275,38.84,116.52
SR06042,V001857,ST00002,M00089,C03401,61.32,61.32
SR06043,V000964,ST00005,M00028,C00821,80.51,80.51
SR06044,V001194,ST00005,M00006,C03327,76.91,76.91
SR06045,V002160,ST00002,M00060,C02605,78.63,78.63
SR06046,V004248,ST00006,M00092,C03363,64.87,129.74
SR06047,V001957,ST00005,M00015,C02058,66.07,66.07
SR06048,V004357,ST00001,M00039,C02688,32.66,65.32
SR06049,V001449,ST00006,M00081,C01682,21.38,42.76
SR06050,V003681,ST00001,M00011,C01399,23.9,47.8
SR06051,V004987,ST00007,M00058,C00439,68.45,273.8
SR06052,V000406,ST00007,M00040,C01601,99.51,398.04
SR06053,V003199,ST00007,M00064,C00143,88.71,354.84
SR06054,V005165,ST00002,M00082,C01052,39.13,39.13
SR06055,V002592,ST00007,M00014,C03403,74.09,296.36
SR06056,V002493,ST00005,M00098,C03487,95.37,95.37
SR06057,V002762,ST00001,M00047,C02184,72.71,145.42
SR06058,V003697,ST00001,M00060,C02583,85.46,170.92
SR06059,V001949,ST00001,M00036,C01654,84.06,168.12
SR06060,V002159,ST00001,M00076,C02368,30.17,60.34
SR06061,V005501,ST00005,M00076,C03091,66.6,66.6
SR06062,V004576,ST00007,M00100,C00465,37.6,150.4
SR06063,V002694,ST00001,M00096,C00661,89.69,179.38
SR06064,V002233,ST00007,M00052,C02510,54.28,217.12
SR06065,V000968,ST00001,M00095,C00212,59.17,118.34
SR06066,V001780,ST00002,M00034,C01756,82.83,82.83
SR06067,V001112,ST00007,M00059,C01350,28.89,115.56
SR06068,V001912,ST00006,M00022,C03846,75.55,151.1
SR06069,V003572,ST00005,M00028,C02863,92.89,92.89
SR06070,V003123,ST00006,M00056,C02207,33.51,67.02
SR06071,V000590,ST00006,M00051,C00731,43.45,86.9
SR06072,V003415,ST00001,M00011,C02217,65.91,131.82
SR06073,V001502,ST00003,M00093,C00739,28.65,28.65
SR06074,V003014,ST00006,M00010,C00460,60.87,121.74
SR06075,V001493,ST00002,M00059,C00405,79.52,79.52
SR06076,V001830,ST00001,M00052,C03829,81.83,163.66
SR06077,V000264,ST00004,M00010,C00909,20.21,60.63
SR06078,V005418,ST00002,M00035,C01445,22.13,22.13
SR06079,V005516,ST00003,M00064,C03935,33.86,33.86
SR06080,V004523,ST00004,M00002,C02554,39.12,117.36
SR06081,V000554,ST00002,M00022,C00502,62.56,62.56
SR06082,V004894,ST00006,M00058,C02579,60.99,121.98
SR06083,V005481,ST00003,M00079,C01632,92.91,92.91
SR06084,V003778,ST00002,M00088,C00432,99.42,99.42
SR06085,V001781,ST00003,M00087,C00794,69.81,69.81
SR06086,V005612,ST00003,M00034,C01660,41.46,41.46
SR06087,V001576,ST00001,M00083,C03401,29.28,58.56
SR06088,V005771,ST00003,M00099,C03153,59.51,59.51
SR06089,V005211,ST00007,M00008,C01418,27.14,108.56
SR06090,V002145,ST00006,M00033,C02005,56.01,112.02
SR06091,V005040,ST00005,M00076,C00064,29.79,29.79
SR06092,V002451,ST00005,M00068,C03796,77.22,77.22
SR06093,V002730,ST00001,M00085,C01323,54.94,109.88
SR06094,V001187,ST00002,M00050,C03123,59.32,59.32
SR06095,V000124,ST00001,M00010,C02390,84.78,169.56
SR06096,V002063,ST00004,M00013,C03683,27.59,82.77
SR06097,V002914,ST00007,M00014,C03938,31.25,125.0
SR06098,V001211,ST00007,M00058,C01188,95.91,383.64
SR06099,V002296,ST00004,M00022,C02851,89.37,268.11
SR06100,V001193,ST00002,M00035,C02247,38.97,38.97
SR06101,V005375,ST00001,M00058,C00699,95.67,191.34
SR06102,V000487,ST00004,M00088,C02818,76.25,228.75
SR06103,V002902,ST00003,M00092,C03203,65.2,65.2
SR06104,V001363,ST00007,M00094,C02455,39.91,159.64
SR06105,V003388,ST00003,M00071,C00682,36.77,36.77
SR06106,V005593,ST00004,M00079,C02508,36.5,109.5
SR06107,V004029,ST00002,M00016,C02144,92.46,92.46
SR06108,V001653,ST00007,M00033,C01051,39.78,159.12
SR06109,V004247,ST00006,M00086,C01858,54.54,109.08
SR06110,V005312,ST00006,M00054,C02255,76.95,153.9
SR06111,V004183,ST00002,M00045,C00796,63.47,63.47
SR06112,V005007,ST00004,M00031,C01402,56.83,170.49
SR06113,V000102,ST00004,M00095,C00038,30.98,92.94
SR06114,V005284,ST00006,M00036,C00432,44.89,89.78
SR06115,V003700,ST00003,M00049,C01671,48.32,48.32
SR06116,V003102,ST00002,M00011,C03829,86.32,86.32
SR06117,V005933,ST00005,M00080,C02401,21.76,21.76
SR06118,V000932,ST00001,M00083,C00928,41.81,83.62
SR06119,V002037,ST00001,M00023,C02472,94.36,188.72
SR06120,V000987,ST00004,M00033,C02761,92.86,278.58
SR06121,V005181,ST00002,M00005,C03500,22.24,22.24
SR06122,V005678,ST00002,M00001,C00990,40.29,40.29
SR06123,V004492,ST00005,M00012,C00829,41.32,41.32
SR06124,V003894,ST00002,M00093,C03973,55.7,55.7
SR06125,V005747,ST00007,M00018,C03291,59.71,238.84
SR06126,V003144,ST00006,M00007,C02654,80.48,160.96
SR06127,V001872,ST00007,M00020,C01766,54.33,217.32
SR06128,V005408,ST00004,M00075,C00416,33.26,99.78
SR06129,V005440,ST00003,M00065,C01319,73.3,73.3
SR06130,V004995,ST00001,M00075,C02316,63.06,126.12
SR06131,V002771,ST00005,M00082,C00189,26.2,26.2
SR06132,V002379,ST00005,M00045,C03900,72.04,72.04
SR06133,V005878,ST00006,M00046,C01884,43.22,86.44
SR06134,V000343,ST00006,M00092,C00740,50.89,101.78
SR06135,V000199,ST00006,M00040,C01792,32.88,65.76
SR06136,V001403,ST00002,M00068,C01734,93.39,93.39
SR06137,V001127,ST00007,M00016,C03677,52.01,208.04
SR06138,V000072,ST00006,M00059,C02645,50.03,100.06
SR06139,V005789,ST00007,M00023,C02656,67.83,271.32
SR06140,V001300,ST00006,M00052,C02910,20.31,40.62
SR06141,V005808,ST00006,M00062,C02733,61.85,123.7
SR06142,V003558,ST00005,M00089,C03036,88.26,88.26
SR06143,V003735,ST00007,M00030,C02947,42.79,171.16
SR06144,V004580,ST00004,M00010,C01961,89.33,267.99
SR06145,V004563,ST00001,M00086,C00288,96.86,193.72
SR06146,V003429,ST00007,M00019,C01688,91.32,365.28
SR06147,V004793,ST00003,M00074,C00560,71.12,71.12
SR06148,V002948,ST00005,M00027,C02748,55.14,55.14
SR06149,V000841,ST00003,M00037,C03439,38.46,38.46
SR06150,V001288,ST00005,M00006,C01290,97.68,97.68
SR06151,V003910,ST00003,M00033,C01582,32.99,32.99
SR06152,V000015,ST00005,M00059,C00628,92.5,92.5
SR06153,V002572,ST00002,M00022,C01548,96.64,96.64
SR06154,V004007,ST00005,M00012,C03581,40.18,40.18
SR06155,V000236,ST00005,M00010,C01776,88.49,88.49
SR06156,V005830,ST00004,M00061,C03063,36.0,108.0
SR06157,V001310,ST00005,M00033,C01460,98.8,98.8
SR06158,V003957,ST00004,M00048,C01966,64.5,193.5
SR06159,V001562,ST00002,M00082,C03775,37.19,37.19
SR06160,V005185,ST00007,M00084,C02190,61.0,244.0
SR06161,V000170,ST00007,M00055,C03547,26.29,105.16
SR06162,V005571,ST00004,M00008,C00422,47.23,141.69
SR06163,V001905,ST00001,M00019,C01582,28.32,56.64
SR06164,V004256,ST00005,M00095,C01511,47.39,47.39
SR06165,V001503,ST00007,M00054,C01886,30.91,123.64
SR06166,V000481,ST00007,M00061,C03211,61.72,246.88
SR06167,V000445,ST00004,M00009,C01155,58.81,176.43
SR06168,V000070,ST00005,M00040,C03267,85.07,85.07
SR06169,V005491,ST00004,M00005,C01536,42.41,127.23
SR06170,V000310,ST00006,M00052,C03276,47.77,95.54
SR06171,V001786,ST00001,M00020,C03826,20.59,41.18
SR06172,V004814,ST00006,M00004,C02100,40.65,81.3
SR06173,V000098,ST00004,M00093,C00090,42.64,127.92
SR06174,V000732,ST00005,M00080,C00599,27.22,27.22
SR06175,V000897,ST00004,M00050,C02060,53.94,161.82
SR06176,V000501,ST00006,M00081,C02625,37.19,74.38
SR06177,V004581,ST00004,M00026,C00533,41.51,124.53
SR06178,V000402,ST00003,M00009,C03400,20.28,20.28
SR06179,V000415,ST00003,M00057,C01135,56.66,56.66
SR06180,V004648,ST00007,M00087,C00189,43.96,175.84
SR06181,V001421,ST00007,M00071,C02990,78.57,314.28
SR06182,V004581,ST00006,M00049,C03425,50.94,101.88
SR06183,V001379,ST00001,M00033,C02599,45.74,91.48
SR06184,V000921,ST00001,M00071,C00562,80.45,160.9
SR06185,V000031,ST00005,M00077,C02816,37.35,37.35
SR06186,V001617,ST00003,M00058,C03000,66.32,66.32
SR06187,V004456,ST00006,M00013,C00416,70.56,141.12
SR06188,V004341,ST00007,M00033,C00132,41.45,165.8
SR06189,V003941,ST00004,M00032,C00338,86.87,260.61
SR06190,V004192,ST00004,M00077,C03729,73.02,219.06
SR06191,V000861,ST00002,M00056,C02426,80.38,80.38
SR06192,V002739,ST00005,M00053,C03152,42.22,42.22
SR06193,V000939,ST00004,M00099,C02784,49.94,149.82
SR06194,V002379,ST00006,M00081,C00719,66.14,132.28
SR06195,V000861,ST00003,M00083,C00781,66.98,66.98
SR06196,V003814,ST00005,M00082,C02971,45.54,45.54
SR06197,V004127,ST00007,M00005,C01907,20.41,81.64
SR06198,V004756,ST00003,M00095,C00195,64.01,64.01
SR06199,V001316,ST00005,M00100,C00617,75.79,75.79
SR06200,V003486,ST00004,M00001,C03680,55.97,167.91
SR06201,V003007,ST00006,M00074,C01722,45.45,90.9
SR06202,V002339,ST00005,M00066,C03907,84.73,84.73
SR06203,V000453,ST00001,M00050,C01603,59.53,119.06
SR06204,V000644,ST00004,M00058,C02345,77.36,232.08
SR06205,V003228,ST00006,M00069,C02761,82.73,165.46
SR06206,V001444,ST00001,M00001,C00429,79.51,159.02
SR06207,V002305,ST00004,M00087,C03554,73.5,220.5
SR06208,V001143,ST00007,M00003,C02451,22.21,88.84
SR06209,V004872,ST00001,M00004,C03589,54.23,108.46
SR06210,V002909,ST00007,M00009,C03372,34.23,136.92
SR06211,V005537,ST00007,M00032,C00473,83.34,333.36
SR06212,V003004,ST00001,M00026,C01497,20.04,40.08
SR06213,V003018,ST00002,M00006,C01994,76.47,76.47
SR06214,V001820,ST00006,M00025,C00694,95.11,190.22
SR06215,V004180,ST00004,M00038,C01600,34.98,104.94
SR06216,V003952,ST00004,M00100,C01394,44.06,132.18
SR06217,V000405,ST00007,M00079,C00650,72.75,291.0
SR06218,V004674,ST00006,M00002,C03871,55.89,111.78
SR06219,V003918,ST00002,M00023,C02720,99.11,99.11
SR06220,V004761,ST00007,M00046,C02620,40.72,162.88
SR06221,V000732,ST00001,M00062,C02951,89.27,178.54
SR06222,V002600,ST00005,M00044,C03229,63.84,63.84
SR06223,V005431,ST00007,M00012,C03473,58.07,232.28
SR06224,V002479,ST00001,M00008,C03952,42.54,85.08
SR06225,V001302,ST00001,M00092,C00395,40.03,80.06
SR06226,V001434,ST00007,M00072,C02826,97.33,389.32
SR06227,V005816,ST00007,M00083,C00850,54.37,217.48
SR06228,V000421,ST00007,M00093,C01784,47.88,191.52
SR06229,V002946,ST00006,M00011,C01411,94.05,188.1
SR06230,V004498,ST00007,M00075,C02798,89.72,358.88
SR06231,V005423,ST00003,M00084,C02856,74.79,74.79
SR06232,V001633,ST00004,M00028,C03467,74.27,222.81
SR06233,V001133,ST00002,M00078,C00656,20.46,20.46
SR06234,V005806,ST00006,M00007,C03014,80.12,160.24
SR06235,V004262,ST00001,M00016,C01080,63.96,127.92
SR06236,V001858,ST00003,M00086,C00856,78.25,78.25
SR06237,V003847,ST00003,M00045,C02327,88.8,88.8
SR06238,V000514,ST00002,M00040,C03648,64.77,64.77
SR06239,V005707,ST00002,M00099,C01220,23.77,23.77
SR06240,V003071,ST00001,M00003,C00840,34.05,68.1
SR06241,V004343,ST00005,M00041,C03218,77.97,77.97
SR06242,V003950,ST00001,M00051,C03772,71.31,142.62
SR06243,V002699,ST00002,M00022,C01363,88.3,88.3
SR06244,V002557,ST00003,M00053,C01752,67.52,67.52
SR06245,V002085,ST00006,M00073,C03958,61.15,122.3
SR06246,V004998,ST00002,M00085,C02642,34.6,34.6
SR06247,V003320,ST00006,M00042,C02220,99.85,199.7
SR06248,V001757,ST00004,M00076,C02682,66.42,199.26
SR06249,V001488,ST00003,M00048,C01038,30.35,30.35
SR06250,V002176,ST00007,M00013,C02896,34.15,136.6
SR06251,V001234,ST00007,M00073,C00082,29.2,116.8
SR06252,V002387,ST00004,M00063,C00158,71.74,215.22
SR06253,V003211,ST00003,M00042,C01649,84.12,84.12
SR06254,V003318,ST00004,M00027,C03132,41.9,125.7
SR06255,V000476,ST00007,M00078,C02891,31.54,126.16
SR06256,V002557,ST00004,M00070,C03252,70.82,212.46
SR06257,V003976,ST00007,M00073,C03997,74.3,297.2
SR06258,V001486,ST00004,M00045,C03139,59.29,177.87
SR06259,V004908,ST00004,M00038,C01409,26.56,79.68
SR06260,V002100,ST00003,M00058,C02893,23.97,23.97
SR06261,V004184,ST00007,M00054,C02208,32.55,130.2
SR06262,V002187,ST00003,M00077,C01558,89.23,89.23
SR06263,V001260,ST00002,M00083,C00314,66.48,66.48
SR06264,V001506,ST00001,M00002,C01379,67.0,134.0
SR06265,V000195,ST00005,M00074,C03397,96.75,96.75
SR06266,V005038,ST00005,M00035,C02076,20.9,20.9
SR06267,V000189,ST00004,M00012,C01026,45.21,135.63
SR06268,V000120,ST00004,M00044,C03145,21.82,65.46
SR06269,V000873,ST00004,M00067,C00944,83.62,250.86
SR06270,V002392,ST00007,M00050,C01399,93.09,372.36
SR06271,V001834,ST00003,M00029,C02293,33.55,33.55
SR06272,V000803,ST00003,M00014,C03352,67.81,67.81
SR06273,V000326,ST00007,M00074,C02673,93.96,375.84
SR06274,V000554,ST00001,M00048,C02813,30.9,61.8
SR06275,V003555,ST00004,M00074,C00481,48.89,146.67
SR06276,V005250,ST00001,M00007,C01259,57.09,114.18
SR06277,V000497,ST00004,M00032,C03768,98.06,294.18
SR06278,V004944,ST00002,M00044,C03862,65.65,65.65
SR06279,V003617,ST00001,M00064,C02534,61.0,122.0
SR06280,V005959,ST00005,M00099,C03469,62.03,62.03
SR06281,V000212,ST00001,M00089,C00257,46.64,93.28
SR06282,V003529,ST00003,M00075,C02786,68.99,68.99
SR06283,V003762,ST00003,M00008,C02065,84.75,84.75
SR06284,V005320,ST00006,M00053,C03261,73.4,146.8
SR06285,V000369,ST00002,M00024,C02169,94.27,94.27
SR06286,V002085,ST00001,M00085,C02602,33.51,67.02
SR06287,V005892,ST00001,M00021,C00588,83.19,166.38
SR06288,V002002,ST00002,M00035,C01206,38.56,38.56
SR06289,V000091,ST00006,M00071,C00842,87.26,174.52
SR06290,V001316,ST00001,M00098,C03768,43.97,87.94
SR06291,V002237,ST00005,M00010,C01787,64.08,64.08
SR06292,V000896,ST00006,M00031,C03263,88.45,176.9
SR06293,V005047,ST00001,M00074,C03024,57.42,114.84
SR06294,V001765,ST00006,M00088,C03479,71.35,142.7
SR06295,V002854,ST00001,M00018,C02887,21.0,42.0
SR06296,V000257,ST00004,M00076,C03584,58.49,175.47
SR06297,V004125,ST00004,M00097,C01986,62.73,188.19
SR06298,V005779,ST00003,M00086,C01456,59.26,59.26
SR06299,V000110,ST00007,M00034,C02828,82.96,331.84
SR06300,V003040,ST00007,M00024,C03890,23.94,95.76
SR06301,V002185,ST00003,M00100,C02758,50.38,50.38
SR06302,V001434,ST00002,M00095,C02274,46.22,46.22
SR06303,V001679,ST00004,M00067,C00143,43.49,130.47
SR06304,V001807,ST00006,M00062,C00180,21.08,42.16
SR06305,V002867,ST00001,M00017,C03523,60.81,121.62
SR06306,V004095,ST00005,M00063,C01595,99.9,99.9
SR06307,V002323,ST00002,M00054,C01689,83.7,83.7
SR06308,V000613,ST00003,M00042,C00644,49.53,49.53
SR06309,V002917,ST00002,M00009,C00683,66.07,66.07
SR06310,V000991,ST00005,M00090,C02000,96.43,96.43
SR06311,V004506,ST00003,M00016,C02031,24.0,24.0
SR06312,V001008,ST00005,M00095,C00352,46.13,46.13
SR06313,V001924,ST00007,M00039,C02827,95.69,382.76
SR06314,V002051,ST00002,M00005,C00636,26.74,26.74
SR06315,V001450,ST00003,M00021,C00438,34.94,34.94
SR06316,V005613,ST00001,M00006,C00044,71.69,143.38
SR06317,V004442,ST00004,M00003,C00679,60.82,182.46
SR06318,V005235,ST00005,M00095,C03717,93.31,93.31
SR06319,V004212,ST00003,M00064,C00200,96.99,96.99
SR06320,V000921,ST00005,M00084,C02656,21.72,21.72
SR06321,V002968,ST00005,M00097,C02003,65.8,65.8
SR06322,V000687,ST00005,M00089,C01247,69.86,69.86
SR06323,V005392,ST00006,M00025,C01003,56.54,113.08
SR06324,V002289,ST00002,M00016,C02884,75.17,75.17
SR06325,V003618,ST00006,M00081,C00519,66.23,132.46
SR06326,V001975,ST00007,M00004,C03204,93.47,373.88
SR06327,V004647,ST00005,M00049,C03952,28.22,28.22
SR06328,V004713,ST00006,M00086,C00368,55.36,110.72
SR06329,V000077,ST00001,M00047,C00228,49.86,99.72
SR06330,V002670,ST00006,M00022,C01401,66.62,133.24
SR06331,V001832,ST00002,M00049,C01775,25.0,25.0
SR06332,V003804,ST00003,M00062,C02513,52.46,52.46
SR06333,V004752,ST00007,M00063,C02888,86.63,346.52
SR06334,V005350,ST00002,M00052,C00129,60.07,60.07
SR06335,V005867,ST00007,M00059,C03535,59.07,236.28
SR06336,V005206,ST00007,M00055,C00487,57.7,230.8
SR06337,V004741,ST00003,M00031,C03189,75.75,75.75
SR06338,V004664,ST00004,M00074,C01815,69.09,207.27
SR06339,V000866,ST00002,M00015,C00430,84.14,84.14
SR06340,V005884,ST00006,M00060,C01635,82.18,164.36
SR06341,V002832,ST00003,M00099,C03580,80.39,80.39
SR06342,V005396,ST00004,M00010,C01093,31.68,95.04
SR06343,V002743,ST00001,M00004,C01515,68.18,136.36
SR06344,V004051,ST00002,M00038,C01115,54.09,54.09
SR06345,V001225,ST00001,M00087,C01191,42.34,84.68
SR06346,V004524,ST00006,M00032,C00485,75.17,150.34
SR06347,V005866,ST00004,M00033,C00386,41.53,124.59
SR06348,V003957,ST00007,M00092,C02910,38.34,153.36
SR06349,V003170,ST00007,M00009,C00733,30.82,123.28
